basic_trend_following,basic_mean_reversion,basic_breakout,basic_momentum,enhanced_enhanced_trend,enhanced_enhanced_mean_reversion,enhanced_enhanced_breakout,enhanced_enhanced_momentum,enhanced_composite,enhanced+sltp_enhanced_trend,enhanced+sltp_enhanced_mean_reversion,enhanced+sltp_enhanced_breakout,enhanced+sltp_enhanced_momentum,enhanced+sltp_composite
55000000.0,55000000.0,55000000.0,56192170.7478189,55000000.0,55000000.0,55000000.0,55000000.0,55000000.0,55000000.0,55000000.0,55000000.0,55000000.0,55000000.0
55000000.0,54995820.050000004,55000000.0,56746999.12068998,55000000.0,55000000.0,55000000.0,54975159.78,54975159.78,55000000.0,55000000.0,55000000.0,54975159.78,54975159.78
55000000.0,55016109.37,55000000.0,56806814.279030345,55000000.0,55000000.0,55000000.0,55143747.50871963,55143747.50871963,55000000.0,55000000.0,55000000.0,55143747.50871963,55143747.50871963
55000000.0,55013495.4308191,55000000.0,56305645.00669523,55000000.0,55000000.0,55000000.0,55039941.24614023,55039941.24614023,55000000.0,55000000.0,55000000.0,55039941.24614023,55039941.24614023
55000000.0,54987593.86346178,55000000.0,56541548.23241773,55000000.0,55000000.0,55000000.0,55148036.62024355,55148036.62024355,55000000.0,55000000.0,55000000.0,55114658.38024355,55114658.38024355
55000000.0,54989004.43522268,55000000.0,56078219.81144153,55000000.0,55000000.0,55000000.0,54987494.274986744,54987494.274986744,55000000.0,55000000.0,55000000.0,54956997.72498675,54956997.72498675
55000000.0,55004093.684186704,55000000.0,56387053.07312992,55000000.0,55000000.0,55000000.0,55027122.85898983,55027122.85898983,55000000.0,55000000.0,55000000.0,55008854.52898983,55008854.52898983
55000000.0,54970698.76182677,55000000.0,56434280.52115251,55000000.0,55000000.0,55000000.0,54945545.634345815,54945545.634345815,55000000.0,55000000.0,55000000.0,55005476.90434581,55005476.90434581
55011167.59,54935503.73182676,55049339.64621416,57144314.073287986,55000000.0,55000000.0,55000000.0,55148427.227495365,55148427.227495365,55000000.0,55000000.0,55000000.0,55178101.65749537,55178101.65749537
55065093.120000005,54948531.93977919,55021669.16529883,57439503.72624838,55000000.0,55000000.0,55000000.0,55308446.05537337,55308446.05537337,55000000.0,55000000.0,55000000.0,55324349.905373365,55324349.905373365
55069635.07,55075888.18309881,54983857.620817035,57353728.094058625,55000000.0,55000000.0,55000000.0,55235094.5655138,55235094.5655138,55000000.0,55000000.0,55000000.0,55251446.44551381,55251446.44551381
55100447.44,55191023.69369477,55004021.56653173,58133203.44565009,55000000.0,55000000.0,55000000.0,55487249.57160469,55487249.57160469,55000000.0,55000000.0,55000000.0,55491986.191604696,55491986.191604696
54982084.7,55063834.94299368,54897411.565465935,57772924.770446956,55000000.0,55000000.0,55000000.0,55361643.70340361,55361643.70340361,55000000.0,55000000.0,55000000.0,55386567.603403606,55386567.603403606
55115981.67,54978086.97527076,54914295.38317199,58380013.4223367,55001161.53,55000000.0,54989217.510000005,55691460.27581014,55356709.75340361,55001161.53,55000000.0,54989217.510000005,55687749.42581013,55381994.01340361
54809982.27,54643902.463206396,54682641.44350603,57248405.910116024,54827222.227132,55000000.0,54950921.08,55065202.49971999,55206100.62848291,54827222.227132,55000000.0,54950921.08,55197851.459719986,55230430.648482904
54798007.77,54329383.16771792,54686260.979488775,57140609.46384422,54870203.157132,54988932.4,54950921.08,54984400.82852869,55175914.87848291,54870203.157132,54988932.4,54950921.08,55133538.91852868,55199806.83848291
54882877.32999999,54049253.301772244,54696966.485885695,57295523.830759704,55133615.9125958,54988194.56,54952477.58,55240562.2260055,55372177.807802714,55134331.532595806,54988194.56,54952477.58,55323635.5560055,55396069.76780271
54870212.669999994,54132039.414318204,54780991.63070892,57669682.56433299,55309985.025760286,54994748.04,54995105.81,55413275.99568485,55392895.33567831,55310026.29576028,54994748.04,54995105.81,55504870.755684845,55416787.29567831
54795814.959999986,54002343.11212031,54694933.0266998,57762241.51035352,55490834.183600225,54996675.36,54989420.760000005,55538301.28168667,55347259.95304699,55489939.93360023,54996675.36,54989420.760000005,55651602.03168667,55371151.91304699
54743432.05999999,53784031.96336347,54545296.917889595,56843040.87545659,55217066.679692425,54903321.35999999,54933365.39,55286263.54256827,55270642.50304699,55213338.65969243,54903321.35999999,54928455.99,55491647.88256826,55294534.46304698
54887039.06999999,53650384.28348292,54591584.65226579,57454028.83955706,55533473.4504025,54913059.309999995,55008130.68,55558848.39593167,55329649.34304699,55442338.0104025,54913059.309999995,54956827.45,55655398.445931666,55353541.30304699
55007733.06999999,53481698.21656236,54793538.99181768,58149287.09528267,55990893.546519615,54891405.93,55229031.12,56053455.34094278,55329649.34304699,55734623.91150852,54891405.93,55150235.25,55838017.57094277,55353541.30304699
55063040.309999995,53301066.34406952,54771216.33263529,58017270.1053504,56130188.25035797,54823621.39,55219123.78,56094329.436236784,55324349.563047,55890474.07005287,54823621.39,55168271.07,55930249.710942775,55348709.33304699
54988556.64999999,53253329.62544481,54636990.70139579,57743239.812630855,56015490.67237764,54851098.349999994,55188789.059999995,56007456.87209613,55356541.56922398,55723875.63207255,54864285.269999996,55113752.09,55814408.80680212,55380901.33922397
54951143.099999994,52940185.41746479,54616842.844378464,57865913.03437161,56004005.750764094,54755344.72,55249735.84900268,55907827.43327549,55361064.304251954,55688709.75045901,54786990.83,55083285.78900268,55705757.25798148,55385424.07425195
54699711.74999999,52913263.677464806,54166039.46071607,56501133.548919596,55322493.0024625,54801659.080000006,54968403.50534028,55208373.3950331,55294748.961409554,55320148.48215741,54840511.21,54972566.22534028,55325927.17973909,55318492.73140955
